record_id,catalog_id,decision,listing_name,listing_id,publisher,url,price_snapshot_usd,price_evidence,listed_dimensions,mesh_type,formats,nanite_plan,assigned_sites,fit_status,verification_state,notes
FAB_P0_011,DECAL_001,Essential free selection,Damaged Plaster Patch,261cf6b0-2810-4482-9c90-a0a175c7815f,Quixel Megascans,https://www.fab.com/listings/261cf6b0-2810-4482-9c90-a0a175c7815f,0.00,Free listing confirmed 2026-07-24,1 x 1 m scan area,Decal,"Texture set; GLTF",Not applicable,"SS_004; SS_005; SS_007; SS_010; SS_012",Accepted free damage decal,Confirmed from listing,"Opacity map included; project at 0.5-2.0 m sizes with no collision"
FAB_P0_012,SURF_006,Optional paid selection,Historic Desert Ruin Floor Sand Coarse 01,4efcffc7-1314-4dd3-98b4-e4869c2149ec,Quixel Megascans,https://www.fab.com/listings/4efcffc7-1314-4dd3-98b4-e4869c2149ec,0.99,"Regular public price $0.99; sale price $0.69 observed 2026-07-24; account confirmation required",1 x 1 m scan area,Surface material,"Texture set; GLTF",Not applicable,"SS_002; SS_008",Accepted for canal silt and courtyard blend,Confirmed except account price,"Use as a blend layer rather than a uniform full-area material"
FAB_P0_013,SURF_002,Optional paid selection,Historic Pakistan Street Wall Brick White 01,f372a8f7-bc3d-4819-b8e7-5ffb1d270b7e,Quixel Megascans,https://www.fab.com/listings/f372a8f7-bc3d-4819-b8e7-5ffb1d270b7e,0.99,"Regular public price $0.99; sale price $0.69 observed 2026-07-24; account confirmation required",1 x 2 m scan area,Surface material,"Texture set; GLTF",Not applicable,"SS_005; SS_007; SS_010",Accepted as exposed masonry/repair accent,Confirmed except account price,"Do not cover entire facades; expose beneath plaster or use in repair zones"
FAB_P0_014,ARCH_001,Optional paid selection,Historic Desert Ruin Wall Modular Set,c87e9984-c2db-442d-bdc3-52c5bf4634b8,Quixel Megascans,https://www.fab.com/listings/c87e9984-c2db-442d-bdc3-52c5bf4634b8,2.99,"Regular public price $2.99; sale price $2.09 observed 2026-07-24; account confirmation required",0.10 x 1.30 x 2.10 m,Closed mesh,"FBX; GLTF; GLB; USDZ",Provisional yes,"SS_006; SS_010; SS_020",Accepted as thin historic wall accent; below full compound-wall target height,Confirmed except account price,"Repeat at listed scale or place on a 0.3-0.8 m masonry base; do not stretch to 3.2 m"
FAB_P0_015,ARCH_002,Optional paid hero selection,Historic Desert Ruin Arch Stone Carved 08,8b6404bf-1081-4a7d-ac19-36f46bfd76fc,Quixel Megascans,https://www.fab.com/listings/8b6404bf-1081-4a7d-ac19-36f46bfd76fc,2.99,"Regular public price $2.99; sale price $2.09 observed 2026-07-24; account confirmation required",1.02 x 2.90 x 4.30 m,Closed mesh,"FBX; GLTF; GLB; USDZ",Provisional yes; simple opening collision,"SS_010; optional SS_008 edge",Good fit for a large 2.9 m opening and 4.3 m landmark arch,Confirmed except account price,"Bind only to an existing compatible opening; never reduce verified clear width"
FAB_P0_016,ARCH_003,Hold for later,Historic Desert Ruin Stair Stone M,399a3a5b-7198-40ac-acca-7e71ce1ca166,Quixel Megascans,https://www.fab.com/listings/399a3a5b-7198-40ac-acca-7e71ce1ca166,2.99,"Regular public price $2.99; sale price $2.09 observed 2026-07-24; account confirmation required",2.16 x 3.50 x 0.87 m,Open mesh,"FBX; GLTF; GLB; USDZ",Provisional yes; retain simple stair collision,"Optional SS_007 or SS_010",Potential fit but exact rise/run must match verified stairs,Confirmed except account price,"Do not acquire for P0 until an editor socket scan proves a matching stair envelope"
FAB_P0_017,ARCH_004,Reject as main tower; optional accent,Historic Desert Ruin Tower Modular Set,ce5b8151-15ff-442f-9087-6de9e3b5e38f,Quixel Megascans,https://www.fab.com/listings/ce5b8151-15ff-442f-9087-6de9e3b5e38f,2.99,"Regular public price $2.99; sale price $2.09 observed 2026-07-24; account confirmation required",1.14 x 2.97 x 1.32 m,Closed mesh,"FBX; GLTF; GLB; USDZ",Provisional yes,"SS_006 base accent only",Does not fit the required 12-15 m water-tower structure,Confirmed except account price,"Retain the verified water-tower shell; this listing may provide base detail but is not required"
FAB_P0_018,ARCH_006,Hold pending dimensions,Historic Pakistan Street Wall Brick Modular 16,9ecd80c7-2511-4b44-bab9-6de92e5200cd,Quixel Megascans,https://www.fab.com/listings/9ecd80c7-2511-4b44-bab9-6de92e5200cd,2.99,Public Quixel collection price observed 2026-07-24; account confirmation required,Not listed,Closed mesh,"FBX; GLTF; GLB; USDZ",Provisional yes,"SS_005; SS_007; SS_010",Visual candidate; physical fit cannot be confirmed from listing,Partial; dimensions require downloaded file inspection,"Do not purchase until preview comparison confirms it is plain enough for civic architecture"
FAB_P0_019,ARCH_007,Hold pending dimensions,Historic Pakistan Street Window Brick Modular 04,e5026e65-304b-4ec5-a45e-4579e62dd141,Quixel Megascans,https://www.fab.com/listings/e5026e65-304b-4ec5-a45e-4579e62dd141,2.99,Public Quixel collection price observed 2026-07-24; account confirmation required,Not listed,Closed mesh,"FBX; GLTF; GLB; USDZ",Provisional yes,"SS_005; SS_007; SS_010",Visual candidate; must fit 1.2-1.8 x 1.1-1.5 m openings,Partial; dimensions require downloaded file inspection,"Hold purchase until the source file or preview provides a reliable scale reference"
FAB_P0_020,PROP_006,Free secondary dressing,Military Trenches Storage Box Wood S,435cdebc-39e3-459b-80e6-9b949b98de39,Quixel Megascans,https://www.fab.com/listings/435cdebc-39e3-459b-80e6-9b949b98de39,0.00,Free listing confirmed 2026-07-24,0.25 x 0.26 x 0.13 m,Closed mesh,"FBX; GLTF; GLB; USDZ",Unnecessary,"SS_010; SS_011; SS_017",Accepted only as very small dressing,Confirmed from listing,"Too small for tactical cover; use sparingly to avoid visual noise"
FAB_P0_021,LANDMARK_001,Free secondary selection,Metal Water Tank,d5439ef4-1863-45d1-a441-7ead394a805e,Quixel Megascans,https://www.fab.com/listings/d5439ef4-1863-45d1-a441-7ead394a805e,0.00,Free listing confirmed 2026-07-24,0.65 x 2.15 x 0.71 m,Closed mesh,"FBX; GLTF; GLB; USDZ",Provisional yes,"SS_003; SS_006 secondary detail",Accepted as secondary tank only,Confirmed from listing,"Too small to become the 5-7 m primary water-tower tank without unacceptable scaling"
FAB_P0_022,PACK_003,Optional free mining source,City Sample Buildings,008fe959-5511-428e-93bd-f99b1179f6d5,Epic Games,https://www.fab.com/listings/008fe959-5511-428e-93bd-f99b1179f6d5,0.00,Free listing confirmed 2026-07-24,Over 2000 modules; individual dimensions not listed,Mixed modular meshes,Unreal Engine,Many assets likely already Nanite capable,"SS_005; SS_007; SS_010; utility roofs",Hold because source pack is large and visually New York-specific,Confirmed except individual assets,"Use only if exact generic utility or structural modules cannot be sourced more cheaply; never migrate the complete pack"
