row,column,latitude,longitude,elevation_m
15,28,37.33,59.682,322
15,29,37.33,59.691,324
15,30,37.33,59.7,322
16,0,37.321333,59.43,496
16,1,37.321333,59.439,467
16,2,37.321333,59.448,438
16,3,37.321333,59.457,412
16,4,37.321333,59.466,409
16,5,37.321333,59.475,401
16,6,37.321333,59.484,374
16,7,37.321333,59.493,357
16,8,37.321333,59.502,349
16,9,37.321333,59.511,345
16,10,37.321333,59.52,343
16,11,37.321333,59.529,337
16,12,37.321333,59.538,332
16,13,37.321333,59.547,330
16,14,37.321333,59.556,329
16,15,37.321333,59.565,328
16,16,37.321333,59.574,329
16,17,37.321333,59.583,347
16,18,37.321333,59.592,336
16,19,37.321333,59.601,341
16,20,37.321333,59.61,326
16,21,37.321333,59.619,315
16,22,37.321333,59.628,317
16,23,37.321333,59.637,310
16,24,37.321333,59.646,323
16,25,37.321333,59.655,307
16,26,37.321333,59.664,311
16,27,37.321333,59.673,332
16,28,37.321333,59.682,334
16,29,37.321333,59.691,329
16,30,37.321333,59.7,317
17,0,37.312667,59.43,559
17,1,37.312667,59.439,471
17,2,37.312667,59.448,442
17,3,37.312667,59.457,466
17,4,37.312667,59.466,442
17,5,37.312667,59.475,388
17,6,37.312667,59.484,379
17,7,37.312667,59.493,378
17,8,37.312667,59.502,384
17,9,37.312667,59.511,356
17,10,37.312667,59.52,353
17,11,37.312667,59.529,349
17,12,37.312667,59.538,345
17,13,37.312667,59.547,345
17,14,37.312667,59.556,344
17,15,37.312667,59.565,347
17,16,37.312667,59.574,351
17,17,37.312667,59.583,356
17,18,37.312667,59.592,358
17,19,37.312667,59.601,356
17,20,37.312667,59.61,347
17,21,37.312667,59.619,329
17,22,37.312667,59.628,330
17,23,37.312667,59.637,340
17,24,37.312667,59.646,323
17,25,37.312667,59.655,317
17,26,37.312667,59.664,315
17,27,37.312667,59.673,318
17,28,37.312667,59.682,316
17,29,37.312667,59.691,311
17,30,37.312667,59.7,304
18,0,37.304,59.43,534
18,1,37.304,59.439,457
18,2,37.304,59.448,526
18,3,37.304,59.457,504
18,4,37.304,59.466,414
18,5,37.304,59.475,423
18,6,37.304,59.484,432
18,7,37.304,59.493,402
18,8,37.304,59.502,421
18,9,37.304,59.511,365
18,10,37.304,59.52,366
18,11,37.304,59.529,363
18,12,37.304,59.538,363
18,13,37.304,59.547,361
18,14,37.304,59.556,359
18,15,37.304,59.565,358
18,16,37.304,59.574,378
18,17,37.304,59.583,373
18,18,37.304,59.592,350
18,19,37.304,59.601,370
18,20,37.304,59.61,346
18,21,37.304,59.619,341
18,22,37.304,59.628,342
18,23,37.304,59.637,339
18,24,37.304,59.646,336
18,25,37.304,59.655,330
18,26,37.304,59.664,327
18,27,37.304,59.673,324
18,28,37.304,59.682,315
18,29,37.304,59.691,313
18,30,37.304,59.7,307
19,0,37.295333,59.43,560
19,1,37.295333,59.439,535
19,2,37.295333,59.448,563
19,3,37.295333,59.457,515
19,4,37.295333,59.466,426
19,5,37.295333,59.475,452
19,6,37.295333,59.484,430
19,7,37.295333,59.493,453
19,8,37.295333,59.502,387
19,9,37.295333,59.511,381
19,10,37.295333,59.52,379
19,11,37.295333,59.529,388
19,12,37.295333,59.538,380
19,13,37.295333,59.547,378
19,14,37.295333,59.556,375
19,15,37.295333,59.565,389
19,16,37.295333,59.574,376
19,17,37.295333,59.583,400
19,18,37.295333,59.592,368
19,19,37.295333,59.601,365
19,20,37.295333,59.61,365
19,21,37.295333,59.619,357
19,22,37.295333,59.628,357
19,23,37.295333,59.637,353
19,24,37.295333,59.646,350
19,25,37.295333,59.655,346
19,26,37.295333,59.664,340
19,27,37.295333,59.673,335
19,28,37.295333,59.682,327
19,29,37.295333,59.691,323
19,30,37.295333,59.7,316
20,0,37.286667,59.43,596
20,1,37.286667,59.439,656
20,2,37.286667,59.448,599
20,3,37.286667,59.457,454
20,4,37.286667,59.466,466
20,5,37.286667,59.475,470
20,6,37.286667,59.484,449
20,7,37.286667,59.493,418
20,8,37.286667,59.502,418
20,9,37.286667,59.511,406
20,10,37.286667,59.52,396
20,11,37.286667,59.529,402
20,12,37.286667,59.538,399
20,13,37.286667,59.547,396
20,14,37.286667,59.556,394
20,15,37.286667,59.565,420
20,16,37.286667,59.574,397
20,17,37.286667,59.583,406
20,18,37.286667,59.592,389
20,19,37.286667,59.601,400
20,20,37.286667,59.61,387
20,21,37.286667,59.619,372
20,22,37.286667,59.628,372
20,23,37.286667,59.637,367
20,24,37.286667,59.646,365
20,25,37.286667,59.655,363
20,26,37.286667,59.664,354
20,27,37.286667,59.673,347
20,28,37.286667,59.682,340
20,29,37.286667,59.691,332
20,30,37.286667,59.7,323
21,0,37.278,59.43,557
21,1,37.278,59.439,599
21,2,37.278,59.448,522
21,3,37.278,59.457,545
21,4,37.278,59.466,539
21,5,37.278,59.475,573
21,6,37.278,59.484,512
21,7,37.278,59.493,421
21,8,37.278,59.502,432
21,9,37.278,59.511,435
21,10,37.278,59.52,410
21,11,37.278,59.529,414
21,12,37.278,59.538,418
21,13,37.278,59.547,415
21,14,37.278,59.556,430
21,15,37.278,59.565,435
21,16,37.278,59.574,419
21,17,37.278,59.583,407
21,18,37.278,59.592,402
21,19,37.278,59.601,409
21,20,37.278,59.61,408
21,21,37.278,59.619,398
21,22,37.278,59.628,383
21,23,37.278,59.637,384
21,24,37.278,59.646,379
21,25,37.278,59.655,373
21,26,37.278,59.664,367
21,27,37.278,59.673,360
21,28,37.278,59.682,351
21,29,37.278,59.691,339
21,30,37.278,59.7,330
22,0,37.269333,59.43,558
22,1,37.269333,59.439,514
22,2,37.269333,59.448,545
22,3,37.269333,59.457,533
22,4,37.269333,59.466,583
22,5,37.269333,59.475,648
22,6,37.269333,59.484,556
22,7,37.269333,59.493,518
22,8,37.269333,59.502,449
22,9,37.269333,59.511,453
22,10,37.269333,59.52,422
22,11,37.269333,59.529,433
22,12,37.269333,59.538,438
22,13,37.269333,59.547,436
22,14,37.269333,59.556,451
22,15,37.269333,59.565,443
22,16,37.269333,59.574,450
22,17,37.269333,59.583,428
22,18,37.269333,59.592,422
22,19,37.269333,59.601,425
22,20,37.269333,59.61,414
22,21,37.269333,59.619,407
22,22,37.269333,59.628,402
22,23,37.269333,59.637,398
22,24,37.269333,59.646,395
22,25,37.269333,59.655,388
22,26,37.269333,59.664,380
22,27,37.269333,59.673,370
22,28,37.269333,59.682,362
22,29,37.269333,59.691,349
22,30,37.269333,59.7,339
23,0,37.260667,59.43,541
23,1,37.260667,59.439,560
23,2,37.260667,59.448,578
23,3,37.260667,59.457,562
23,4,37.260667,59.466,628
23,5,37.260667,59.475,556
23,6,37.260667,59.484,523
23,7,37.260667,59.493,535
23,8,37.260667,59.502,522
23,9,37.260667,59.511,456
23,10,37.260667,59.52,471
23,11,37.260667,59.529,444
23,12,37.260667,59.538,462
23,13,37.260667,59.547,455
23,14,37.260667,59.556,481
23,15,37.260667,59.565,474
23,16,37.260667,59.574,458
23,17,37.260667,59.583,453
23,18,37.260667,59.592,450
23,19,37.260667,59.601,452
23,20,37.260667,59.61,437
23,21,37.260667,59.619,425
23,22,37.260667,59.628,414
23,23,37.260667,59.637,415
23,24,37.260667,59.646,408
23,25,37.260667,59.655,399
23,26,37.260667,59.664,392
23,27,37.260667,59.673,381
23,28,37.260667,59.682,368
23,29,37.260667,59.691,357
23,30,37.260667,59.7,346
24,0,37.252,59.43,597
24,1,37.252,59.439,596
24,2,37.252,59.448,535
24,3,37.252,59.457,569
24,4,37.252,59.466,557
24,5,37.252,59.475,557
24,6,37.252,59.484,489
24,7,37.252,59.493,573
24,8,37.252,59.502,588
24,9,37.252,59.511,485
24,10,37.252,59.52,542
24,11,37.252,59.529,477
24,12,37.252,59.538,480
24,13,37.252,59.547,494
24,14,37.252,59.556,502
24,15,37.252,59.565,502
24,16,37.252,59.574,475
24,17,37.252,59.583,493
24,18,37.252,59.592,471
24,19,37.252,59.601,466
24,20,37.252,59.61,450
24,21,37.252,59.619,451
24,22,37.252,59.628,431
24,23,37.252,59.637,432
24,24,37.252,59.646,423
24,25,37.252,59.655,411
24,26,37.252,59.664,399
24,27,37.252,59.673,387
24,28,37.252,59.682,396
24,29,37.252,59.691,370
24,30,37.252,59.7,377
25,0,37.243333,59.43,649
25,1,37.243333,59.439,600
25,2,37.243333,59.448,591
25,3,37.243333,59.457,543
25,4,37.243333,59.466,520
25,5,37.243333,59.475,507
25,6,37.243333,59.484,556
25,7,37.243333,59.493,598
25,8,37.243333,59.502,581
25,9,37.243333,59.511,555
25,10,37.243333,59.52,534
25,11,37.243333,59.529,536
25,12,37.243333,59.538,501
25,13,37.243333,59.547,525
25,14,37.243333,59.556,522
25,15,37.243333,59.565,515
25,16,37.243333,59.574,508
25,17,37.243333,59.583,498
25,18,37.243333,59.592,499
25,19,37.243333,59.601,484
25,20,37.243333,59.61,490
25,21,37.243333,59.619,455
25,22,37.243333,59.628,446
25,23,37.243333,59.637,442
25,24,37.243333,59.646,433
25,25,37.243333,59.655,460
25,26,37.243333,59.664,453
25,27,37.243333,59.673,440
25,28,37.243333,59.682,415
25,29,37.243333,59.691,407
25,30,37.243333,59.7,396
26,0,37.234667,59.43,662
26,1,37.234667,59.439,668
26,2,37.234667,59.448,589
26,3,37.234667,59.457,536
26,4,37.234667,59.466,556
26,5,37.234667,59.475,615
26,6,37.234667,59.484,639
26,7,37.234667,59.493,654
26,8,37.234667,59.502,538
26,9,37.234667,59.511,613
26,10,37.234667,59.52,531
26,11,37.234667,59.529,565
26,12,37.234667,59.538,527
26,13,37.234667,59.547,556
26,14,37.234667,59.556,537
26,15,37.234667,59.565,554
26,16,37.234667,59.574,530
26,17,37.234667,59.583,521
26,18,37.234667,59.592,512
26,19,37.234667,59.601,495
26,20,37.234667,59.61,494
26,21,37.234667,59.619,472
26,22,37.234667,59.628,462
26,23,37.234667,59.637,456
26,24,37.234667,59.646,451
26,25,37.234667,59.655,463
26,26,37.234667,59.664,456
26,27,37.234667,59.673,449
26,28,37.234667,59.682,448
26,29,37.234667,59.691,457
26,30,37.234667,59.7,425
27,0,37.226,59.43,622
27,1,37.226,59.439,585
27,2,37.226,59.448,577
27,3,37.226,59.457,650
27,4,37.226,59.466,611
27,5,37.226,59.475,627
27,6,37.226,59.484,686
27,7,37.226,59.493,620
27,8,37.226,59.502,579
27,9,37.226,59.511,558
27,10,37.226,59.52,528
27,11,37.226,59.529,556
27,12,37.226,59.538,552
27,13,37.226,59.547,546
27,14,37.226,59.556,578
27,15,37.226,59.565,553
27,16,37.226,59.574,549
27,17,37.226,59.583,541
27,18,37.226,59.592,527
27,19,37.226,59.601,515
27,20,37.226,59.61,514
27,21,37.226,59.619,483
27,22,37.226,59.628,475
27,23,37.226,59.637,472
27,24,37.226,59.646,465
27,25,37.226,59.655,464
27,26,37.226,59.664,503
27,27,37.226,59.673,494
27,28,37.226,59.682,469
27,29,37.226,59.691,454
27,30,37.226,59.7,444
28,0,37.217333,59.43,656
28,1,37.217333,59.439,673
28,2,37.217333,59.448,630
28,3,37.217333,59.457,579
28,4,37.217333,59.466,635
28,5,37.217333,59.475,740
28,6,37.217333,59.484,672
28,7,37.217333,59.493,598
28,8,37.217333,59.502,668
28,9,37.217333,59.511,556
28,10,37.217333,59.52,547
28,11,37.217333,59.529,590
28,12,37.217333,59.538,565
28,13,37.217333,59.547,568
28,14,37.217333,59.556,572
28,15,37.217333,59.565,571
28,16,37.217333,59.574,568
28,17,37.217333,59.583,552
28,18,37.217333,59.592,541
28,19,37.217333,59.601,533
28,20,37.217333,59.61,510
28,21,37.217333,59.619,506
28,22,37.217333,59.628,491
28,23,37.217333,59.637,488
28,24,37.217333,59.646,481
28,25,37.217333,59.655,496
28,26,37.217333,59.664,486
28,27,37.217333,59.673,489
28,28,37.217333,59.682,479
28,29,37.217333,59.691,475
28,30,37.217333,59.7,430
29,0,37.208667,59.43,660
29,1,37.208667,59.439,642
29,2,37.208667,59.448,696
29,3,37.208667,59.457,614
29,4,37.208667,59.466,749
29,5,37.208667,59.475,646
29,6,37.208667,59.484,655
29,7,37.208667,59.493,725
29,8,37.208667,59.502,625
29,9,37.208667,59.511,657
29,10,37.208667,59.52,577
29,11,37.208667,59.529,610
29,12,37.208667,59.538,595
29,13,37.208667,59.547,589
29,14,37.208667,59.556,593
29,15,37.208667,59.565,593
29,16,37.208667,59.574,585
29,17,37.208667,59.583,570
29,18,37.208667,59.592,553
29,19,37.208667,59.601,530
29,20,37.208667,59.61,522
29,21,37.208667,59.619,528
29,22,37.208667,59.628,508
29,23,37.208667,59.637,514
29,24,37.208667,59.646,511
29,25,37.208667,59.655,516
29,26,37.208667,59.664,483
29,27,37.208667,59.673,478
29,28,37.208667,59.682,484
29,29,37.208667,59.691,445
29,30,37.208667,59.7,465
30,0,37.2,59.43,696
30,1,37.2,59.439,719
30,2,37.2,59.448,618
30,3,37.2,59.457,670
30,4,37.2,59.466,672
30,5,37.2,59.475,706
30,6,37.2,59.484,689
30,7,37.2,59.493,649
30,8,37.2,59.502,737
30,9,37.2,59.511,660
30,10,37.2,59.52,655
30,11,37.2,59.529,684
30,12,37.2,59.538,678
30,13,37.2,59.547,650
30,14,37.2,59.556,617
30,15,37.2,59.565,607
30,16,37.2,59.574,600
30,17,37.2,59.583,566
30,18,37.2,59.592,560
30,19,37.2,59.601,537
30,20,37.2,59.61,546
30,21,37.2,59.619,536
30,22,37.2,59.628,528
